Title,Price,Rating,Specs
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
O-General 2025 Model 0.84 Ton 2 Star Window Fixed Speed AC,"₹29,899",,"Annual Power Usage: 712.95 UnitsRoom Size: 80 to 130 sq. ft.1 Year Comprehensive, 5 Years on Parts, 10 Years on Compressor (Domestic Warranty)"
Daikin 2022 Model 1 Ton 3 Star Split Fixed Speed AC,"₹26,251",4.1,Annual Power Usage: 656.44 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹32,290",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty On Product, 5 Year Warranty On Compressor"
Lloyd 2025 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹38,490",4,Annual Power Usage: 874.94 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,653",4.1,Annual Power Usage: 917.09 UnitsRoom Size: 130 to 180 sq. ft.5 year comprehensive warranty
MITSUBISHI HEAVY INDUSTRIES 2025 Model 1.5 Ton 3 Star Split Hyper Inverter Hyper Inverter AC AC,"₹52,275",3.6,"Annual Power Usage: 989.94 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product ,5 year warranty on PCB and 10 Years Warranty on Compressor"
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Haier 2024 Model 1.5 Ton 3 Star Window Fixed Speed AC,"₹29,980",3.8,Annual Power Usage: 1192.12 WRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and 5 Years Warranty on Compressor
Haier 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹38,438",4.1,Annual Power Usage: 701 UnitsRoom Size: 130 to 180 sq. ft.
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Daikin 2025 Model 2 Ton 3 Star Split Inverter AC,"₹69,989",3.7,Annual Power Usage: 1238.03 UnitsRoom Size: 180 to 230 sq. ft.1 Year Comprehensive Warranty
Lloyd 2025 Model 1 Ton 2 Star Window Fixed Speed AC,"₹26,490",3.9,"Annual Power Usage: 808.94 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
Lloyd 2024 Model 1 Ton 3 Star Split Inverter AC,"₹29,448",4,"Annual Power Usage: 700.06 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
Godrej 2026 Model 2 Ton 3 Star Split Inverter AC,"₹39,494",3.9,Annual Power Usage: 1076.57 UnitsRoom Size: 180 to 230 sq. ft.5 Years Warranty
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Hitachi 2024 Model 1.5 Ton 5 Star Split Inverter AC,"₹40,990",4,"Annual Power Usage: 774.58 WRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product,  5 Years on PCB and Motor, 10 Years Warranty on Compressor"
Daikin 2025 Model 2 Ton 3 Star Split Inverter AC,"₹63,190",3.7,Annual Power Usage: 1238.03 UnitsRoom Size: 180 to 230 sq. ft.1 Year Warranty On Product
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Lloyd 2023 Model 2 Ton 3 Star Split Inverter AC,"₹73,766",3.9,Annual Power Usage: 1261.37 UnitsRoom Size: 180 to 230 sq. ft.1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
MITSUBISHI HEAVY INDUSTRIES 2026 Model 1.2 Ton 2 Star Split Fixed Speed AC,"₹44,880",4,"Annual Power Usage: 803.52 kWhRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product ,1 year warranty on PCB and 5 Years Warranty on Compressor"
Lloyd 2024 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,150",4,"Annual Power Usage: 951.47 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
Godrej 2025 Model 2 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling And P...,"₹39,999",3.9,"Annual Power Usage: 1935 UnitsRoom Size: 180 to 230 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Lloyd 2022 Model 1 Ton 5 Star Split Inverter AC,"₹36,850",4,Annual Power Usage: 533.89 UnitsRoom Size: 80 to 130 sq. ft.1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Daikin 2023 Model 0.8 Ton 3 Star Split Fixed Speed AC,"₹27,990",4.2,Annual Power Usage: 548.84 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Panasonic 2023 Model 1.5 Ton 3 Star Split Inverter AC,"₹38,600",4.1,Annual Power Usage: 1003.57 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and 5 Years Warranty on Compressor
Blue Star 2026 Model 2 Ton 3 Star Split Inverter AC,"₹46,990",4,Annual Power Usage: 1131.55 kWhRoom Size: 180 to 230 sq. ft.
CARRIER 2026 Model 1.5 Ton 3 Star Split Fixed Speed AC,"₹39,990",4.2,Annual Power Usage: 890.22 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty|
Godrej 2026 Model 1.5 Tons 5 Star Window Inverter AC,"₹33,979",4,Annual Power Usage: 1052.32 UnitsRoom Size: 130 to 180 sq. ft.5 years comprehensive
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Voltas 2026 Model 1.5 Tons 5 Star Split Inverter AC,"₹47,990",4.2,Annual Power Usage: 691.67 UnitsRoom Size: 130 to 180 sq. ft.1 year on Product
Samsung 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹46,990",4.2,"Annual Power Usage: 636.71 kWhRoom Size: 130 to 180 sq. ft.Manufacturer warranty: 5 year comprehensive, 10 years on compressor (T&C Apply)"
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Samsung 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹45,001",4.2,Annual Power Usage: 836.71 UnitsRoom Size: 130 to 180 sq. ft.1 Year Standard + 4 Year Extended
O-General 2025 Model 1 Ton 3 Star Split Inverter AC,"₹41,190",3.6,"Annual Power Usage: 618.58 UnitsRoom Size: 80 to 130 sq. ft.1 Year Comprehensive, 5 Years on Parts, 10 Years on Compressor (Domestic Warranty)"
"Godrej 2025 Model 2 Ton 3 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At Ex...","₹35,190",3.9,"Annual Power Usage: 1181.02 kWhRoom Size: 180 to 230 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
Lloyd 2024 Model 1.5 Ton 5 Star Split Inverter AC,"₹41,850",4.1,"Annual Power Usage: 795.19 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter AC,"₹47,490",4.1,Annual Power Usage: 744.54 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty
Lloyd 2024 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹32,490",4,"Annual Power Usage: 951.47 kWhRoom Size: 130 to 180 sq. ft.1 Year warranty on the product, 5 Year warranty on Component and 10 Years warranty on the Compressor,"
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Voltas 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹51,500",4.2,Annual Power Usage: 685.61 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty
MITSUBISHI HEAVY INDUSTRIES 2025 Model 2.1 Ton 4 Star Split Hyper Inverter with Wi-fi Hyper Inverter A...,"₹83,215",4,"Annual Power Usage: 1235.4 kWhRoom Size: 180 to 230 sq. ft.1 Year Warranty on Product ,5 year warranty on PCB and 10 Years Warranty on Compressor"
Voltas 2023 Model 2 Ton 2 Star Window Fixed Speed AC,"₹33,279",4.1,Annual Power Usage: 1542.79 UnitsRoom Size: 180 to 230 sq. ft.1 Year Warranty on Product and 5 Years Warranty on Compressor
LG 2023 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,"₹63,955",4.1,Annual Power Usage: 1220.4 UnitsRoom Size: 180 to 230 sq. ft.1 Year Warranty on Product and 5 Years Warranty on Compressor
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Lloyd Stellar 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi Stellar 6 in 1 Convertible Mood Ligh...,"₹44,390",4.1,"Annual Power Usage: 752.72 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
Lloyd 2023 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹35,990",4,Annual Power Usage: 1002.31 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Daikin 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹49,990",4.3,Annual Power Usage: 880.1 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor
Daikin 2024 Model 1.5 Ton 3 Star Split Inverter AC,"₹38,900",4.2,"Annual Power Usage: 966.47 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB, and 10 Years Warranty on Compressor"
Daikin 2022 Model 1.8 Ton 1 Star Split Fixed Speed AC,"₹61,000",4.2,Annual Power Usage: 1435.97 UnitsRoom Size: 180 to 230 sq. ft.1 Year Warranty on Product and 5 Years on Compressor
Hitachi 2024 Model 2 Ton 2 Star Split Fixed Speed AC,"₹53,500",3.7,"Annual Power Usage: 1310.56 kWhRoom Size: 180 to 230 sq. ft.1 Year Product Warrenty, 5 Years comprehensive warranty and 10 Years Warranty on Compressor"
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
Hitachi 2025 Model 1 Ton 3 Star Split Inverter AC,"₹33,191",3.9,Annual Power Usage: 698.63 kWhRoom Size: 80 to 130 sq. ft.
LG 2026 Model 1.38 Ton 3 Star Window Fixed Speed AC,"₹33,490",,"Annual Power Usage: 1427 kWhRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor."
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter Mode AI Convertible 6-in-1 with Faster Cooling and...,"₹49,584",4.1,"Annual Power Usage: 744.54 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive warranty period only)"
Daikin 2022 Model 1.5 Ton 3 Star Split Fixed Speed AC,"₹46,289",4.2,Annual Power Usage: 989.31 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on AC and 5 Years on Compressor
Godrej 2025 Model 1.7 Ton 5 Star Split Inverter AC,"₹39,990",,Annual Power Usage: 950 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product and 10 Years on Compressor
CARRIER 2026 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,"₹40,990",4.1,Annual Power Usage: 470.04 kWhRoom Size: 80 to 130 sq. ft.1 Year Comprehensive
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Lloyd 2026 Model 1.5 Ton 3 Star Window Inverter AC,"₹34,990",4.1,Annual Power Usage: 1151.37 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on AC and 5 Years Warranty on Compressor
Hitachi 2026 Model 1.5 Ton 3 Star Split Inverter AC,"₹35,891",4,Annual Power Usage: 881.8 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty | 10 Years Compressor Warranty
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"Blue Star 2023 Model 0.9 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diag...","₹28,563",4,"Annual Power Usage: 644.46 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Godrej 2024 Model 1 Ton 3 Star Split Inverter AC,"₹31,490",4,"Annual Power Usage: 654.68 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on the Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Panasonic 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,"₹33,490",4.2,Annual Power Usage: 667.91 kWhRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product and 10 Years Warranty on Compressor
Daikin 2022 Model 1.8 Ton 1 Star Split Fixed Speed AC,"₹61,000",4.2,Annual Power Usage: 1435.97 UnitsRoom Size: 180 to 230 sq. ft.1 Year Warranty on Product and 5 Years on Compressor
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Daikin 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹50,990",4.3,Annual Power Usage: 880.1 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor
Haier 2026 Model 1.5 Ton 3 Star Split HEXA Inverter with Wi-fi AC,"₹37,990",4,Annual Power Usage: 925.39 kWhRoom Size: 130 to 180 sq. ft.5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).
